Glen Waverley,480,-37.8743502,145.1668205,20,20,20,133,1,0,1,0,TRUE,Medium,135,5,5,5,5
Mulgrave,480,-37.9187107,145.158814,20,20,20,82,0,0,1,0,TRUE,Medium,83,4,5,5,5
Hawthorn,370,-37.8226005,145.0353696,20,20,20,137,1,1,1,0,TRUE,Medium,140,5,5,5,5
Kew,475,-37.8074324,145.0288674,20,20,20,130,0,1,1,0,TRUE,Medium,132,5,5,5,5
Mount Waverley,500,-37.8749614,145.1291077,20,20,20,94,1,0,1,0,TRUE,High,96,4,5,5,5
Nunawading,420,-37.8184273,145.1760206,20,20,20,53,1,0,1,1,TRUE,Medium,56,3,5,5,5
Mitcham,420,-37.8163579,145.1936683,20,20,20,76,1,0,1,0,TRUE,Medium,78,4,5,5,5
Vermont,450,-37.8359978,145.1954531,20,20,20,77,0,1,1,0,TRUE,Medium,79,4,5,5,5
Forest Hill,450,-37.8347413,145.1727369,20,20,20,36,0,0,1,0,TRUE,Medium,37,2,5,5,5
Burwood East,450,-37.8526163,145.1519822,20,20,20,43,0,1,1,0,TRUE,Medium,45,2,5,5,5
Aspendale,460,-38.0196821,145.0988172,20,20,19,28,1,0,1,0,TRUE,Medium,30,1,5,5,4
Chelsea,460,-38.051641,145.1160848,20,20,16,47,1,0,1,1,TRUE,Medium,50,2,5,5,4
Carrum,460,-38.0763552,145.123188,20,20,9,96,1,0,1,0,TRUE,Medium,98,4,5,5,2
Bentleigh,495,-37.9188435,145.0417166,20,20,20,149,1,0,1,0,TRUE,Medium,151,5,5,5,5
Brighton,660,-37.9128827,144.9915515,20,20,20,155,1,1,1,0,TRUE,High,158,5,5,5,5
Brighton East,750,-37.9156746,145.0159759,20,20,20,52,0,1,1,0,TRUE,High,54,3,5,5,5
Carnegie,395,-37.8891994,145.0570577,20,20,20,44,1,1,1,0,TRUE,Medium,47,2,5,5,5
Caulfield,400,-37.8831621,145.0295877,20,20,20,127,1,1,1,1,TRUE,Medium,131,4,5,5,5
Cheltenham,470,-37.9656436,145.0578515,20,20,20,119,1,0,1,0,TRUE,Medium,121,4,5,5,5
Elsternwick,435,-37.8849536,145.0059691,20,20,20,51,1,1,1,0,TRUE,Medium,54,3,5,5,5
Hampton,600,-37.9338333,145.0031893,20,20,20,145,1,0,1,0,TRUE,High,147,5,5,5,5
Beaumaris,600,-37.9825379,145.0418067,20,20,20,52,0,0,1,0,TRUE,High,53,3,5,5,5
Malvern,450,-37.852403,145.0357348,20,20,20,154,1,1,1,0,TRUE,Medium,157,5,5,5,5
Malvern East,400,-37.8773116,145.059272,20,20,20,71,1,1,1,0,TRUE,Medium,74,3,5,5,5
Mentone,435,-37.9812197,145.064387,20,20,20,43,1,0,1,0,TRUE,Medium,45,2,5,5,5
Parkdale,435,-37.9937732,145.0767488,20,20,20,31,1,0,1,0,TRUE,Medium,33,1,5,5,5
Mordialloc,435,-37.9995418,145.0940302,20,20,20,26,1,0,1,0,TRUE,Medium,28,1,5,5,5
Murrumbeena,399,-37.8978307,145.070895,20,20,20,44,1,0,1,0,TRUE,Medium,46,2,5,5,5
Hughesdale,399,-37.8947609,145.0848814,20,20,20,33,1,0,1,0,TRUE,Medium,35,2,5,5,5
Altona,400,-37.864571,144.8311028,20,20,15,158,1,0,1,0,TRUE,Medium,160,5,5,5,4
Footscray,360,-37.7988987,144.892357,20,20,20,86,1,1,1,1,TRUE,Medium,90,4,5,5,5
Keilor East,400,-37.739801,144.8637658,20,20,20,48,0,0,1,0,TRUE,Medium,49,3,5,5,5
Avondale Heights,400,-37.7684005,144.8646254,20,20,20,35,0,0,1,0,TRUE,Medium,36,2,5,5,5
Melton,350,-37.6835831,144.5779508,20,20,20,126,0,0,1,1,TRUE,Medium,128,4,5,5,5
Newport,480,-33.6567377,151.3181223,20,20,20,41,1,0,1,0,TRUE,Medium,43,2,5,5,5
Spotswood,480,-37.8298089,144.8863391,20,20,20,10,1,0,1,0,TRUE,Medium,12,1,5,5,5
St Albans,350,-37.7442306,144.7999941,20,20,20,139,1,0,1,0,TRUE,Medium,141,5,5,5,5
Deer Park,350,-37.7702749,144.7747728,20,20,20,51,0,0,1,1,TRUE,Medium,53,3,5,5,5
Sunshine,350,-37.7812629,144.8327296,20,20,20,183,1,0,1,1,TRUE,Medium,186,5,5,5,5
Sydenham,400,-37.7014845,144.7644401,20,17,20,25,1,0,1,1,TRUE,Medium,28,1,5,4,5
Werribee,360,-37.8997995,144.6641401,20,20,20,149,1,0,1,0,TRUE,Medium,151,5,5,5,5
Hoppers Crossing,360,-37.8629027,144.6854533,20,20,20,119,1,0,1,0,TRUE,Medium,121,4,5,5,5
West Footscray,395,-37.8006709,144.8716645,20,20,20,48,1,0,1,0,TRUE,Medium,50,3,5,5,5
Williamstown,515,-37.8583477,144.8937637,20,20,20,76,1,0,1,0,TRUE,High,78,4,5,5,5
Yarraville,480,-37.8202741,144.8821697,20,20,20,62,1,0,1,0,TRUE,Medium,64,3,5,5,5
Seddon,480,-37.8066635,144.8917354,20,20,20,16,1,0,1,0,TRUE,Medium,18,1,5,5,5
Broadmeadows,370,-37.6858788,144.9246674,20,20,20,73,1,0,1,1,TRUE,Medium,76,3,5,5,5
Roxburgh Park,370,-37.6191629,144.9278395,20,20,20,45,1,0,1,0,TRUE,Medium,47,2,5,5,5
Brunswick,411,-37.7670374,144.9621035,20,20,20,209,1,1,1,0,TRUE,Medium,212,5,5,5,5
Coburg,445,-37.7412988,144.9666108,20,20,20,156,1,1,1,1,TRUE,Medium,160,5,5,5,5
Pascoe Vale South,445,-37.7457735,144.9384576,20,20,20,38,0,1,1,0,TRUE,Medium,40,2,5,5,5
Craigieburn,390,-37.5939825,144.9100319,20,17,20,135,1,0,1,1,TRUE,Medium,138,5,5,4,5
Brunswick East,400,-37.7673388,144.9802463,20,20,20,34,0,1,1,0,TRUE,Medium,36,2,5,5,5
Essendon,400,-37.7527648,144.9160333,20,20,20,114,1,1,1,1,TRUE,Medium,118,4,5,5,5
Gladstone Park,400,-37.6926696,144.8951801,20,20,20,19,0,0,1,0,TRUE,Medium,20,1,5,5,5
Tullamarine,400,-37.6994841,144.8803113,20,20,20,40,0,0,1,0,TRUE,Medium,41,2,5,5,5
Keilor,440,-37.7161471,144.8282459,20,20,20,154,1,1,1,0,TRUE,Medium,157,5,5,5,5
Moonee Ponds,410,-37.767131,144.9248074,20,20,20,58,1,1,1,0,TRUE,Medium,61,3,5,5,5
Ascot Vale,410,-37.7745085,144.9278026,20,20,20,59,1,1,1,0,TRUE,Medium,62,3,5,5,5
Oak Park,380,-37.7165119,144.91903,20,20,20,16,1,0,1,0,TRUE,Medium,18,1,5,5,5
Glenroy,380,-37.7062465,144.9161373,20,20,20,60,1,0,1,0,TRUE,Medium,62,3,5,5,5
Fawkner,380,-37.7072243,144.9669297,20,20,20,75,1,1,1,0,TRUE,Medium,78,3,5,5,5
Pascoe Vale,410,-37.7315238,144.9384853,20,20,20,122,1,1,1,0,TRUE,Medium,125,4,5,5,5
Coburg North,410,-37.7273944,144.9637677,20,20,20,45,1,1,1,0,TRUE,Medium,48,2,5,5,5
Sunbury,390,-37.5787769,144.7116286,20,16,8,149,1,0,1,1,TRUE,Medium,152,5,5,4,2
Brunswick West,350,-37.7586481,144.9448586,20,20,20,76,0,1,1,0,TRUE,Medium,78,4,5,5,5
Bundoora,410,-37.6948854,145.0622727,20,20,20,96,0,1,1,1,TRUE,Medium,99,4,5,5,5
Greensborough,410,-37.7043698,145.1006438,20,20,20,84,1,0,1,0,TRUE,Medium,86,4,5,5,5
Hurstbridge,410,-37.6374085,145.1944322,20,8,3,9,1,0,1,0,TRUE,Medium,11,1,5,2,1
Eltham,468,-37.718984,145.1460687,20,20,20,66,1,0,1,0,TRUE,Medium,68,3,5,5,5
Research,468,3.1347799,101.6699191,20,20,20,31,0,0,1,0,TRUE,Medium,32,1,5,5,5
Montmorency,468,-37.7181881,145.1233671,20,20,20,22,1,0,1,0,TRUE,Medium,24,1,5,5,5
Fairfield,390,-33.8705856,150.9564102,20,20,20,31,1,0,1,0,TRUE,Medium,33,1,5,5,5
Alphington,390,-37.7805624,145.0322776,20,20,20,21,1,0,1,0,TRUE,Medium,23,1,5,5,5
Heidelberg,420,-37.7566014,145.0696116,20,20,20,154,1,0,1,0,TRUE,Medium,156,5,5,5,5
Heidelberg West,420,-37.7415712,145.0428381,20,20,20,37,0,0,1,0,TRUE,Medium,38,2,5,5,5
Ivanhoe,450,-37.7683771,145.0429223,20,20,20,55,1,0,1,0,TRUE,Medium,57,3,5,5,5
Ivanhoe East,450,-37.7730009,145.0602831,20,20,20,12,0,0,1,0,TRUE,Medium,13,1,5,5,5
Mill Park,380,-37.6703725,145.071113,20,20,20,97,0,0,1,0,TRUE,Medium,98,4,5,5,5
Epping,380,-37.6376635,145.0264991,20,20,20,114,1,0,1,0,TRUE,Medium,116,4,5,5,5
Northcote,490,-37.7692917,144.9990291,20,20,20,80,1,1,1,0,TRUE,Medium,83,4,5,5,5
Preston,400,-37.7450963,145.0028571,20,20,20,157,1,1,1,0,TRUE,Medium,160,5,5,5,5
Reservoir,380,-37.7166681,145.0077608,20,20,20,260,1,1,1,0,TRUE,Medium,263,5,5,5,5
Thomastown,360,-37.6787568,144.999386,20,20,20,87,1,0,1,0,TRUE,Medium,89,4,5,5,5
Lalor,360,-37.6655588,145.0165638,20,20,20,58,1,0,1,0,TRUE,Medium,60,3,5,5,5
Thornbury,400,-37.759569,145.0004556,20,20,20,53,1,1,1,0,TRUE,Medium,56,3,5,5,5
Whittlesea,400,-37.5141982,145.1147772,20,1,6,42,0,0,1,1,TRUE,Medium,44,2,5,1,2
Bayswater,410,-31.9155265,115.9205932,20,20,20,95,1,0,1,0,TRUE,Medium,97,4,5,5,5
Boronia,400,-37.8626744,145.2856552,20,20,20,111,1,0,1,0,TRUE,Medium,113,4,5,5,5
Croydon,440,-37.7944026,145.2812664,20,20,20,143,1,0,1,1,TRUE,Medium,146,5,5,5,5
Lilydale,440,-37.7569847,145.35496,20,19,20,66,1,0,1,1,TRUE,Medium,69,3,5,4,5
Ferntree Gully,430,-37.8826855,145.2776105,20,20,20,179,1,0,1,0,TRUE,Medium,181,5,5,5,5
Ringwood,410,-37.8145771,145.2310109,20,20,20,172,1,0,1,1,TRUE,Medium,175,5,5,5,5
Rowville,470,-37.9279826,145.2330751,20,20,20,88,0,0,1,0,TRUE,Medium,89,4,5,5,5
Wantirna,450,-37.8479567,145.2289289,20,20,20,133,0,0,1,0,TRUE,Medium,134,5,5,5,5
Scoresby,450,-37.8925388,145.2303752,20,20,20,72,0,0,1,0,TRUE,Medium,73,3,5,5,5
Berwick,420,-38.0309443,145.3437469,20,20,20,170,1,0,1,1,TRUE,Medium,173,5,5,5,5
Cranbourne,410,-38.1054204,145.2818338,20,20,20,237,1,0,1,1,TRUE,Medium,240,5,5,5,5
Dandenong,350,-37.9847811,145.2139907,20,20,20,295,1,1,1,1,TRUE,Medium,299,5,5,5,5
Dandenong North,370,-37.9592436,145.206837,20,20,20,65,0,0,1,0,TRUE,Medium,66,3,5,5,5
Endeavour Hills,370,-37.9749174,145.2581884,20,20,20,92,0,0,1,0,TRUE,Medium,93,4,5,5,5
Narre Warren,400,-38.026173,145.3067451,20,20,20,174,1,0,1,0,TRUE,Medium,176,5,5,5,5
Hampton Park,400,-38.032286,145.2678469,20,20,20,74,0,0,1,0,TRUE,Medium,75,3,5,5,5
Noble Park,360,-37.9650097,145.1733926,20,20,20,90,1,0,1,0,TRUE,Medium,92,4,5,5,5
Pakenham,375,-38.0776708,145.4818724,20,20,17,136,1,0,1,1,TRUE,Medium,139,5,5,5,4
Springvale,390,-37.9487211,145.1529433,20,20,20,222,1,1,1,0,TRUE,Medium,225,5,5,5,5
Dromana,470,-38.3361633,144.9740524,20,6,4,22,0,0,1,0,TRUE,Medium,23,1,5,2,1
Portsea,470,-38.3207377,144.718304,20,4,5,11,0,0,1,0,TRUE,Medium,12,1,5,1,2
Frankston,400,-38.1466246,145.135722,20,20,20,276,1,0,1,0,TRUE,Medium,278,5,5,5,5
Hastings,440,-38.3077213,145.1837468,20,7,7,31,1,1,1,0,TRUE,Medium,34,1,5,2,2
Flinders,440,-38.4344541,144.9726306,20,0,0,68,1,1,1,1,TRUE,Medium,72,3,5,1,1
Mount Eliza,570,-38.1872268,145.0920162,20,20,20,15,0,0,1,0,TRUE,High,16,1,5,5,5
Mornington,570,-38.22882,145.0600448,20,20,20,100,0,0,1,0,TRUE,High,101,4,5,5,5
Mount Martha,570,-38.2696215,145.018367,20,20,12,57,0,0,1,0,TRUE,High,58,3,5,5,3
Seaford,400,-38.110582,145.1310544,20,20,20,57,1,0,1,0,TRUE,Medium,59,3,5,5,5
Carrum Downs,400,-38.0994897,145.1726257,20,20,20,79,0,0,1,0,TRUE,Medium,80,4,5,5,5
Belmont,420,-31.9497631,115.9297417,20,20,19,60,0,1,1,1,TRUE,Medium,63,3,5,5,4
Grovedale,420,-38.2068869,144.3402631,20,20,20,66,0,0,1,1,TRUE,Medium,68,3,5,5,5
Corio,320,-38.0741368,144.358638,20,10,15,65,0,0,1,1,TRUE,Medium,67,3,5,3,4
Geelong,380,-38.1492994,144.3598426,20,20,20,146,0,1,1,1,TRUE,Medium,149,5,5,5,5
Newcomb,380,-38.1705185,144.3914469,20,20,20,38,0,0,1,0,TRUE,Medium,39,2,5,5,5
Herne Hill,390,-31.829159,116.0166401,20,6,14,14,0,0,1,0,TRUE,Medium,15,1,5,2,3
Geelong West,390,-38.1430788,144.3478414,20,20,20,26,0,0,1,0,TRUE,Medium,27,1,5,5,5
Lara,433,-38.0229202,144.3964232,20,9,6,211,0,1,1,1,TRUE,Medium,214,5,5,2,2
Newtown,420,-33.8978149,151.1785003,20,20,20,43,0,0,1,0,TRUE,Medium,44,2,5,5,5
North Geelong,390,-38.1112212,144.3502279,20,16,20,30,0,0,1,1,TRUE,Medium,32,1,5,4,5
Ballarat,340,-37.5621587,143.8502556,20,20,20,212,0,1,1,1,TRUE,Medium,215,5,5,5,5
Mount Clear,365,-37.6030288,143.868474,20,20,20,9,0,0,1,0,TRUE,Medium,10,1,5,5,5
Buninyong,365,-37.650278,143.883889,11,4,3,12,0,0,1,1,TRUE,Medium,14,1,3,1,1
Sebastopol,350,-37.5986819,143.8411016,20,20,20,40,0,0,1,1,TRUE,Medium,42,2,5,5,5
Delacombe,350,-37.5783917,143.8086995,20,20,20,31,0,0,1,0,TRUE,Medium,32,1,5,5,5
Wendouree,370,-37.5321492,143.8235249,20,20,20,61,0,0,1,1,TRUE,Medium,63,3,5,5,5
Alfredton,370,-37.5546263,143.8073019,20,20,20,38,0,0,1,0,TRUE,Medium,39,2,5,5,5
Bendigo,360,-36.7596196,144.2785764,20,20,20,93,0,1,1,1,TRUE,Medium,96,4,5,5,5
Flora Hill,360,-36.7776416,144.2944497,20,20,20,21,0,0,1,1,TRUE,Medium,23,1,5,5,5
East Bendigo,360,-36.7466312,144.3041781,20,20,20,21,0,0,1,0,TRUE,Medium,22,1,5,5,5
Golden Square,369,-36.7711563,144.2614649,20,20,20,45,0,0,1,0,TRUE,Medium,46,2,5,5,5
Kangaroo Flat,369,-36.7968388,144.2438821,20,20,20,47,0,0,1,1,TRUE,Medium,49,2,5,5,5
North Bendigo,360,-36.7367572,144.2777207,20,20,20,25,0,0,1,0,TRUE,Medium,26,1,5,5,5
Bairnsdale,350,-37.8366265,147.5993569,20,13,20,30,0,0,1,1,TRUE,Medium,32,1,5,3,5
Benalla,350,-36.5516675,145.9833473,20,11,17,57,0,0,1,1,TRUE,Medium,59,3,5,3,4
Castlemaine,380,-37.06329,144.2172327,20,9,7,43,0,0,1,1,TRUE,Medium,45,2,5,2,2
Echuca,360,-36.1404431,144.7511231,20,20,20,65,0,0,1,1,TRUE,Medium,67,3,5,5,5
Hamilton,300,-37.7420251,142.0216734,20,17,20,100,0,0,1,1,TRUE,Medium,102,4,5,4,5
Horsham,320,-36.7166715,142.1996597,20,17,20,114,0,0,1,1,TRUE,Medium,116,4,5,4,5
Mildura,340,-34.2068859,142.1366852,20,20,20,209,0,0,1,1,TRUE,Medium,211,5,5,5,5
Moe,280,-38.1842944,146.2544694,20,10,10,62,0,0,1,1,TRUE,Low,64,3,5,3,3
Newborough,280,-38.1798626,146.2947106,20,8,10,43,0,0,1,1,TRUE,Low,45,2,5,2,3
Morwell,260,-38.2288029,146.4112579,20,6,7,76,0,0,1,1,TRUE,Low,78,4,5,2,2
Ocean Grove,500,-38.2575996,144.5354186,20,12,15,40,0,0,1,0,TRUE,High,41,2,5,3,4
Barwon Heads,500,-38.274423,144.4884287,20,11,11,39,0,0,1,0,TRUE,High,40,2,5,3,3
Portland,350,-38.3380167,141.6041331,20,14,20,62,0,0,1,1,TRUE,Medium,64,3,5,3,5
Sale,350,-38.1051139,147.0680482,20,20,20,68,0,0,1,1,TRUE,Medium,70,3,5,5,5
Maffra,350,-37.959694,146.9862449,9,5,6,21,0,0,1,1,TRUE,Medium,23,1,2,2,2
Seymour,320,-37.0251166,145.1349899,20,7,13,64,0,1,1,1,TRUE,Medium,67,3,5,2,3
Shepparton,330,-36.3821418,145.4072272,20,20,20,224,0,0,1,1,TRUE,Medium,226,5,5,5,5
Swan Hill,290,-35.3402728,143.5441334,20,11,20,50,0,0,1,1,TRUE,Low,52,3,5,3,5
Torquay,570,-38.3147752,144.3183496,20,14,8,62,0,0,1,1,TRUE,High,64,3,5,3,2
Traralgon,360,-38.1940197,146.5336107,20,20,20,127,0,0,1,1,TRUE,Medium,129,4,5,5,5
Wangaratta,360,-36.3649306,146.3149259,20,20,20,119,0,0,1,1,TRUE,Medium,121,4,5,5,5
Warragul,390,-38.1635458,145.9309014,20,20,15,80,0,0,1,1,TRUE,Medium,82,4,5,5,4
Warrnambool,380,-38.3720954,142.4777782,20,20,20,140,0,0,1,1,TRUE,Medium,142,5,5,5,5
Wodonga,370,-36.1244699,146.8885229,20,20,20,79,0,0,1,1,TRUE,Medium,81,4,5,5,5
