Richmond,465.75,-37.8238936,144.9982667,20,20,20,5,20,11,20,20,Medium,5,5,5,2,5,3,5,5
Ringwood,410.0,-37.8145771,145.2310109,20,20,20,11,18,20,20,9,Medium,5,5,5,3,4,5,5,2
Rowville,465.0,-37.9279826,145.2330751,20,20,20,10,20,20,20,12,Medium,5,5,5,3,5,5,5,3
Roxburgh Park,368.5,-37.6191629,144.9278395,20,20,20,9,20,19,20,0,Medium,5,5,5,2,5,4,5,1
Sale,335.0,-38.1051139,147.0680482,2,20,20,12,9,16,20,0,Medium,1,5,5,3,2,4,5,1
Scoresby,450.0,-37.8925388,145.2303752,20,20,20,17,20,20,20,14,Medium,5,5,5,4,5,5,5,3
Seaford,392.5,-38.110582,145.1310544,18,20,20,19,20,20,20,2,Medium,4,5,5,4,5,5,5,1
Sebastopol,337.5,-37.5986819,143.8411016,20,20,20,20,20,20,20,6,Medium,5,5,5,5,5,5,5,2
Seddon,478.75,-37.8066635,144.8917354,20,20,20,9,20,20,20,20,Medium,5,5,5,2,5,5,5,5
Seymour,305.75,-37.0251166,145.1349899,4,20,7,7,3,11,20,0,Medium,1,5,2,2,1,3,5,1
Shepparton,315.0,-36.3821418,145.4072272,20,20,20,11,13,20,20,1,Medium,5,5,5,3,3,5,5,1
South Melbourne,436.25,-37.83434430000001,144.9559035,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
South Yarra,405.0,-37.8395181,144.9955966,20,20,20,12,20,8,20,20,Medium,5,5,5,3,5,2,5,5
Southbank,400.0,-37.82384,144.9624973,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
Spotswood,490.0,-37.8298089,144.8863391,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
Springvale,390.0,-37.9487211,145.1529433,20,20,19,8,11,20,20,15,Medium,5,5,4,2,3,5,5,4
St Albans,350.0,-37.7442306,144.7999941,20,20,16,10,20,20,20,5,Medium,5,5,4,3,5,5,5,2
St Kilda,378.75,-37.864,144.982,20,20,20,13,20,20,20,20,Medium,5,5,5,3,5,5,5,5
St Kilda Rd,362.25,-37.8427922,144.9777066,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
Sunbury,385.0,-37.5787769,144.7116286,4,20,20,7,11,17,20,0,Medium,1,5,5,2,3,4,5,1
Sunshine,350.0,-37.7812629,144.8327296,20,20,20,8,20,20,20,4,Medium,5,5,5,2,5,5,5,1
Surrey Hills,487.5,-33.8867758,151.2122703,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
Swan Hill,295.0,-35.3402728,143.5441334,2,20,9,9,5,14,20,0,Low,1,5,2,2,2,3,5,1
Sydenham,400.0,-37.7014845,144.7644401,20,20,20,14,18,20,20,1,Medium,5,5,5,3,4,5,5,1
Templestowe,478.75,-37.760599,145.142697,20,20,20,5,6,8,20,19,Medium,5,5,5,2,2,2,5,4
Thomastown,360.0,-37.6787568,144.999386,20,20,20,20,20,20,20,7,Medium,5,5,5,5,5,5,5,2
Thornbury,402.5,-37.759569,145.0004556,20,20,20,5,18,20,20,20,Medium,5,5,5,2,4,5,5,5
Toorak,503.75,-37.8416751,145.0138468,20,20,20,17,20,20,20,20,High,5,5,5,4,5,5,5,5
Torquay,547.5,-38.3147752,144.3183496,4,20,20,5,11,15,20,0,High,1,5,5,2,3,4,5,1
Traralgon,345.0,-38.1940197,146.5336107,8,20,20,8,9,13,20,0,Medium,2,5,5,2,2,3,5,1
Tullamarine,392.5,-37.6994841,144.8803113,20,20,20,12,6,12,20,3,Medium,5,5,5,3,2,3,5,1
Vermont,450.0,-37.8359978,145.1954531,20,20,20,0,8,16,20,18,Medium,5,5,5,1,2,4,5,4
Wanagaratta,340.0,-36.3649306,146.3149259,3,20,17,6,11,20,20,0,Medium,1,5,4,2,3,5,5,1
Wantirna,450.0,-37.8479567,145.2289289,20,20,20,20,20,20,20,15,Medium,5,5,5,5,5,5,5,4
Warragul,383.75,-38.1635458,145.9309014,2,20,20,8,10,20,20,0,Medium,1,5,5,2,3,5,5,1
Warrnambool,365.0,-38.3720954,142.4777782,7,20,20,13,11,20,20,1,Medium,2,5,5,3,3,5,5,1
Wendouree,362.5,-37.5321492,143.8235249,20,20,20,16,20,20,20,5,Medium,5,5,5,4,5,5,5,2
Werribee,363.75,-37.8997995,144.6641401,20,20,20,20,20,20,20,0,Medium,5,5,5,5,5,5,5,1
West Brunswick,360.0,-37.75864809999999,144.9448586,20,20,20,11,20,20,20,20,Medium,5,5,5,3,5,5,5,5
West Footscray,396.25,-37.8006709,144.8716645,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
West Melbourne,375.0,-37.8089044,144.9290625,20,20,20,14,15,18,20,20,Medium,5,5,5,3,4,4,5,5
West St Kilda,498.75,-37.8582498,144.9698325,20,20,20,6,20,20,20,20,Medium,5,5,5,2,5,5,5,5
Whittlesea,393.0,-37.5141982,145.1147772,4,20,20,6,7,10,20,0,Medium,1,5,5,2,2,3,5,1
Williamstown,508.75,-37.8583477,144.8937637,20,20,20,8,20,20,20,20,High,5,5,5,2,5,5,5,5
Windsor,413.75,-33.606782,150.82046,20,20,20,20,20,20,20,0,Medium,5,5,5,5,5,5,5,1
Wodonga,355.0,-36.1244699,146.8885229,19,20,20,20,20,20,20,1,Medium,4,5,5,5,5,5,5,1
Yarra Ranges,414.5,-37.7450808,145.7133909,2,20,5,4,4,7,20,0,Medium,1,5,2,1,1,2,5,1
Yarraville,478.75,-37.8202741,144.8821697,20,20,20,20,20,20,20,20,Medium,5,5,5,5,5,5,5,5
