Year,Local Government Area,Suburb/Town Name,Offence Count
2012,Alpine,Abbeyard,3
2012,Alpine,Bright,96
2012,Alpine,Buckland,3
2012,Alpine,Buffalo River,1
2012,Alpine,Dandongadale,3
2012,Alpine,Dederang,4
2012,Alpine,Dinner Plain,6
2012,Alpine,Eurobin,5
2012,Alpine,Freeburgh,1
2012,Alpine,Gapsted,3
2012,Alpine,Glen Creek,1
2012,Alpine,Harrietville,2
2012,Alpine,Merriang,2
2012,Alpine,Mount Beauty,20
2012,Alpine,Mount Buffalo,2
2012,Alpine,Myrtleford,193
2012,Alpine,Nug Nug,3
2012,Alpine,Ovens,6
2012,Alpine,Porepunkah,15
2012,Alpine,Tawonga,18
2012,Alpine,Tawonga South,10
2012,Alpine,Upper Gundowring,1
2012,Alpine,Wandiligong,7
2012,Ararat,Ararat,1055
2012,Ararat,Armstrong,3
2012,Ararat,Bayindeen,1
2012,Ararat,Buangor,3
2012,Ararat,Cathcart,3
2012,Ararat,Denicull Creek,1
2012,Ararat,Dobie,6
2012,Ararat,Dunneworthy,1
2012,Ararat,Elmhurst,12
2012,Ararat,Great Western,1
2012,Ararat,Lake Bolac,30
2012,Ararat,Maroona,1
2012,Ararat,Middle Creek,1
2012,Ararat,Mount Cole,2
2012,Ararat,Moyston,17
2012,Ararat,Nerrin Nerrin,2
2012,Ararat,Norval,3
2012,Ararat,Pomonal,4
2012,Ararat,Rhymney,1
2012,Ararat,Rossbridge,1
2012,Ararat,Streatham,3
2012,Ararat,Tatyoon,4
2012,Ararat,Warrak,1
2012,Ararat,Westmere,2
2012,Ararat,Wickliffe,2
2012,Ararat,Willaura,16
2012,Ballarat,Addington,2
2012,Ballarat,Alfredton,322
2012,Ballarat,Ascot,4
2012,Ballarat,Bakery Hill,108
2012,Ballarat,Bald Hills,2
2012,Ballarat,Ballarat Central,2927
2012,Ballarat,Ballarat East,469
2012,Ballarat,Ballarat North,210
2012,Ballarat,Black Hill,164
2012,Ballarat,Blowhard,3
2012,Ballarat,Bo Peep,2
2012,Ballarat,Bonshaw,5
2012,Ballarat,Brown Hill,89
2012,Ballarat,Buninyong,125
2012,Ballarat,Bunkers Hill,12
2012,Ballarat,Burrumbeet,12
2012,Ballarat,Canadian,119
2012,Ballarat,Cardigan,12
2012,Ballarat,Cardigan Village,12
2012,Ballarat,Coghills Creek,4
2012,Ballarat,Creswick,5
2012,Ballarat,Delacombe,528
2012,Ballarat,Durham Lead,1
2012,Ballarat,Ercildoune,2
2012,Ballarat,Eureka,40
2012,Ballarat,Glen Park,1
2012,Ballarat,Glendaruel,1
2012,Ballarat,Golden Point,189
2012,Ballarat,Gong Gong,1
2012,Ballarat,Invermay,11
2012,Ballarat,Invermay Park,31
2012,Ballarat,Lake Gardens,39
2012,Ballarat,Lake Wendouree,211
2012,Ballarat,Learmonth,14
2012,Ballarat,Lucas,4
2012,Ballarat,Magpie,7
2012,Ballarat,Miners Rest,75
2012,Ballarat,Mitchell Park,44
2012,Ballarat,Mount Clear,167
2012,Ballarat,Mount Helen,49
2012,Ballarat,Mount Pleasant,159
2012,Ballarat,Mount Rowan,5
2012,Ballarat,Nerrina,56
2012,Ballarat,Newington,103
2012,Ballarat,Redan,351
2012,Ballarat,Scotsburn,3
2012,Ballarat,Sebastopol,1040
2012,Ballarat,Smythes Creek,4
2012,Ballarat,Soldiers Hill,278
2012,Ballarat,Tourello,2
2012,Ballarat,Warrenheip,54
2012,Ballarat,Waubra,2
2012,Ballarat,Wendouree,1460
2012,Ballarat,Windermere,3
2012,Banyule,Bellfield,103
2012,Banyule,Briar Hill,130
2012,Banyule,Bundoora,410
2012,Banyule,Eaglemont,120
2012,Banyule,Eltham,1
2012,Banyule,Eltham North,30
2012,Banyule,Greensborough,1153
2012,Banyule,Heidelberg,1275
2012,Banyule,Heidelberg Heights,464
2012,Banyule,Heidelberg West,1031
2012,Banyule,Ivanhoe,564
2012,Banyule,Ivanhoe East,111
2012,Banyule,Lower Plenty,134
2012,Banyule,Macleod,345
2012,Banyule,Montmorency,281
2012,Banyule,Rosanna,268
2012,Banyule,St Helena,60
2012,Banyule,Viewbank,128
2012,Banyule,Watsonia,425
2012,Banyule,Watsonia North,86
2012,Banyule,Yallambie,124
2012,Bass Coast,Adams Estate,1
2012,Bass Coast,Almurta,1
2012,Bass Coast,Anderson,5
2012,Bass Coast,Archies Creek,3
2012,Bass Coast,Bass,46
2012,Bass Coast,Cape Paterson,45
2012,Bass Coast,Cape Woolamai,115
2012,Bass Coast,Corinella,18
2012,Bass Coast,Coronet Bay,48
2012,Bass Coast,Cowes,338
2012,Bass Coast,Dalyston,21
2012,Bass Coast,Glen Alvie,2
2012,Bass Coast,Glen Forbes,13
2012,Bass Coast,Grantville,63
2012,Bass Coast,Harmers Haven,2
2012,Bass Coast,Inverloch,310
2012,Bass Coast,Jam Jerrup,2
2012,Bass Coast,Kernot,4
2012,Bass Coast,Kilcunda,25
2012,Bass Coast,Krowera,6
2012,Bass Coast,Lance Creek,4
2012,Bass Coast,Lang Lang,6
2012,Bass Coast,Loch,12
2012,Bass Coast,Newhaven,30
2012,Bass Coast,North Wonthaggi,138
2012,Bass Coast,Pioneer Bay,16
2012,Bass Coast,Pound Creek,2
2012,Bass Coast,Rhyll,13
2012,Bass Coast,Ryanston,4
2012,Bass Coast,San Remo,64
2012,Bass Coast,Silverleaves,5
2012,Bass Coast,Smiths Beach,26
2012,Bass Coast,South Dudley,34
2012,Bass Coast,St Clair,2
2012,Bass Coast,Summerlands,1
2012,Bass Coast,Sunderland Bay,11
2012,Bass Coast,Sunset Strip,7
2012,Bass Coast,Surf Beach,20
2012,Bass Coast,Tenby Point,4
2012,Bass Coast,The Gurdies,8
2012,Bass Coast,Ventnor,89
2012,Bass Coast,Wattle Bank,7
2012,Bass Coast,Wimbledon Heights,24
2012,Bass Coast,Wonthaggi,655
2012,Bass Coast,Woodleigh,2
2012,Bass Coast,Woolamai,4
2012,Baw Baw,Allambee,2
2012,Baw Baw,Allambee Reserve,2
2012,Baw Baw,Amor,1
2012,Baw Baw,Athlone,3
2012,Baw Baw,Baw Baw,3
2012,Baw Baw,Bona Vista,8
2012,Baw Baw,Brandy Creek,1
2012,Baw Baw,Buln Buln,20
2012,Baw Baw,Buln Buln East,4
2012,Baw Baw,Caringal,1
2012,Baw Baw,Childers,15
2012,Baw Baw,Cloverlea,1
2012,Baw Baw,Coalville,1
2012,Baw Baw,Crossover,10
2012,Baw Baw,Darnum,28
2012,Baw Baw,Drouin,708
2012,Baw Baw,Drouin East,25
2012,Baw Baw,Drouin South,21
2012,Baw Baw,Drouin West,13
2012,Baw Baw,Ellinbank,2
2012,Baw Baw,Erica,7
2012,Baw Baw,Fumina,2
2012,Baw Baw,Fumina South,1
2012,Baw Baw,Gainsborough,1
2012,Baw Baw,Hallora,1
2012,Baw Baw,Hill End,2
2012,Baw Baw,Icy Creek,3
2012,Baw Baw,Jacob Creek,6
2012,Baw Baw,Jindivick,10
2012,Baw Baw,Labertouche,7
2012,Baw Baw,Lardner,3
2012,Baw Baw,Longwarry,106
2012,Baw Baw,Longwarry North,9
2012,Baw Baw,Modella,1
2012,Baw Baw,Moondarra,8
2012,Baw Baw,Narracan,6
2012,Baw Baw,Nayook,4
2012,Baw Baw,Neerim,3
2012,Baw Baw,Neerim East,4
2012,Baw Baw,Neerim Junction,1
2012,Baw Baw,Neerim North,1
2012,Baw Baw,Neerim South,54
2012,Baw Baw,Nilma,13
2012,Baw Baw,Nilma North,33
2012,Baw Baw,Noojee,23
2012,Baw Baw,Piedmont,4
2012,Baw Baw,Rawson,20
2012,Baw Baw,Ripplebrook,10
2012,Baw Baw,Rokeby,3
2012,Baw Baw,Seaview,1
2012,Baw Baw,Tanjil,5
2012,Baw Baw,Tanjil Bren,3
2012,Baw Baw,Tanjil South,15
2012,Baw Baw,Thorpdale,46
2012,Baw Baw,Trafalgar,222
2012,Baw Baw,Trafalgar East,16
2012,Baw Baw,Trafalgar South,4
2012,Baw Baw,Trida,1
2012,Baw Baw,Vesper,4
2012,Baw Baw,Walhalla,2
2012,Baw Baw,Warragul,1130
2012,Baw Baw,Warragul South,5
2012,Baw Baw,Westbury,7
2012,Baw Baw,Willow Grove,22
2012,Baw Baw,Yarragon,76
2012,Baw Baw,Yarragon South,1
2012,Bayside,Beaumaris,320
2012,Bayside,Black Rock,223
2012,Bayside,Brighton,1128
2012,Bayside,Brighton East,510
2012,Bayside,Cheltenham,149
2012,Bayside,Hampton,544
2012,Bayside,Hampton East,383
2012,Bayside,Highett,372
2012,Bayside,Sandringham,683
2012,Benalla,Baddaginnie,14
2012,Benalla,Benalla,828
2012,Benalla,Boweya,3
2012,Benalla,Broken Creek,1
2012,Benalla,Bungeet,3
2012,Benalla,Bungeet West,1
2012,Benalla,Creek Junction,4
2012,Benalla,Devenish,4
2012,Benalla,Goomalibee,1
2012,Benalla,Goorambat,8
2012,Benalla,Lima South,3
2012,Benalla,Lurg,1
2012,Benalla,Moorngag,1
2012,Benalla,Stewarton,2
2012,Benalla,Swanpool,2
2012,Benalla,Taminick,1
2012,Benalla,Tarnook,2
2012,Benalla,Tatong,6
2012,Benalla,Thoona,2
2012,Benalla,Upper Lurg,1
2012,Benalla,Upper Ryans Creek,2
2012,Benalla,Warrenbayne,4
2012,Benalla,Winton,10
2012,Benalla,Winton North,1
2012,Boroondara,Ashburton,378
2012,Boroondara,Balwyn,421
2012,Boroondara,Balwyn North,520
2012,Boroondara,Camberwell,1013
2012,Boroondara,Canterbury,228
2012,Boroondara,Deepdene,51
2012,Boroondara,Glen Iris,429
2012,Boroondara,Hawthorn,1637
2012,Boroondara,Hawthorn East,562
2012,Boroondara,Kew,1084
2012,Boroondara,Kew East,233
2012,Boroondara,Mont Albert,7
2012,Boroondara,Surrey Hills,279
2012,Brimbank,Albanvale,312
2012,Brimbank,Albion,534
2012,Brimbank,Ardeer,575
2012,Brimbank,Brooklyn,78
2012,Brimbank,Cairnlea,629
2012,Brimbank,Calder Park,32
2012,Brimbank,Deer Park,1419
2012,Brimbank,Delahey,604
2012,Brimbank,Derrimut,648
2012,Brimbank,Hillside,76
2012,Brimbank,Kealba,291
2012,Brimbank,Keilor,232
2012,Brimbank,Keilor Downs,571
2012,Brimbank,Keilor East,124
2012,Brimbank,Keilor Lodge,70
2012,Brimbank,Keilor North,32
2012,Brimbank,Keilor Park,235
2012,Brimbank,Kings Park,515
2012,Brimbank,St Albans,3716
2012,Brimbank,Sunshine,3220
2012,Brimbank,Sunshine North,1108
2012,Brimbank,Sunshine West,1169
2012,Brimbank,Sydenham,690
2012,Brimbank,Taylors Lakes,1390
2012,Brimbank,Tullamarine,193
2012,Buloke,Barrakee,2
2012,Buloke,Berriwillock,3
2012,Buloke,Birchip,31
2012,Buloke,Birchip West,4
2012,Buloke,Charlton,85
2012,Buloke,Curyo,3
2012,Buloke,Donald,52
2012,Buloke,Dumosa,2
2012,Buloke,Laen East,1
2012,Buloke,Morton Plains,2
2012,Buloke,Nareewillock,1
2012,Buloke,Narraport,1
2012,Buloke,Nullawil,3
2012,Buloke,Rich Avon,4
2012,Buloke,Sea Lake,49
2012,Buloke,Springfield,1
2012,Buloke,Teddywaddy,2
2012,Buloke,Watchem,22
2012,Buloke,Whirily,2
2012,Buloke,Wooroonook,3
2012,Buloke,Wycheproof,36
2012,Campaspe,Ballendella,3
2012,Campaspe,Bamawm,20
2012,Campaspe,Bamawm Extension,2
2012,Campaspe,Burramboot,1
2012,Campaspe,Carag Carag,3
2012,Campaspe,Colbinabbin,17
2012,Campaspe,Corop,6
2012,Campaspe,Diggora,4
2012,Campaspe,Echuca,1572
2012,Campaspe,Echuca Village,12
2012,Campaspe,Echuca West,8
2012,Campaspe,Fairy Dell,2
2012,Campaspe,Girgarre,22
2012,Campaspe,Gobarup,2
2012,Campaspe,Gunbower,13
2012,Campaspe,Kanyapella,3
2012,Campaspe,Kotta,5
2012,Campaspe,Koyuga,14
2012,Campaspe,Kyabram,338
2012,Campaspe,Kyvalley,3
2012,Campaspe,Lancaster,9
2012,Campaspe,Lockington,20
2012,Campaspe,Milloo,1
2012,Campaspe,Mitiamo,3
2012,Campaspe,Moora,7
2012,Campaspe,Nanneella,10
2012,Campaspe,Patho,6
2012,Campaspe,Pine Grove,4
2012,Campaspe,Redcastle,2
2012,Campaspe,Rochester,230
2012,Campaspe,Roslynmead,1
2012,Campaspe,Runnymede,1
2012,Campaspe,Rushworth,115
2012,Campaspe,Stanhope,32
2012,Campaspe,Strathallan,8
2012,Campaspe,Tennyson,2
2012,Campaspe,Terrick Terrick East,1
2012,Campaspe,Timmering,4
2012,Campaspe,Tongala,84
2012,Campaspe,Toolleen,5
2012,Campaspe,Torrumbarry,8
2012,Campaspe,Waranga Shores,1
2012,Campaspe,Wharparilla,6
2012,Campaspe,Wyuna,9
2012,Campaspe,Wyuna East,1
2012,Campaspe,Yambuna,2
2012,Cardinia,Avonsleigh,30
2012,Cardinia,Bayles,16
2012,Cardinia,Beaconsfield,334
2012,Cardinia,Beaconsfield Upper,141
2012,Cardinia,Bunyip,63
2012,Cardinia,Bunyip North,4
2012,Cardinia,Caldermeade,16
2012,Cardinia,Cardinia,19
2012,Cardinia,Catani,10
2012,Cardinia,Clematis,23
2012,Cardinia,Cockatoo,150
2012,Cardinia,Cora Lynn,8
2012,Cardinia,Dalmore,3
2012,Cardinia,Dewhurst,5
2012,Cardinia,Emerald,209
2012,Cardinia,Garfield,53
2012,Cardinia,Garfield North,3
2012,Cardinia,Gembrook,103
2012,Cardinia,Guys Hill,18
2012,Cardinia,Heath Hill,3
2012,Cardinia,Iona,10
2012,Cardinia,Koo Wee Rup,193
2012,Cardinia,Lang Lang,70
2012,Cardinia,Lang Lang East,3
2012,Cardinia,Longwarry,3
2012,Cardinia,Maryknoll,6
2012,Cardinia,Menzies Creek,7
2012,Cardinia,Mount Burnett,5
2012,Cardinia,Nangana,2
2012,Cardinia,Nar Nar Goon,39
2012,Cardinia,Nar Nar Goon North,11
2012,Cardinia,Officer,312
2012,Cardinia,Officer South,11
2012,Cardinia,Pakenham,3032
2012,Cardinia,Pakenham South,1
2012,Cardinia,Pakenham Upper,52
2012,Cardinia,Rythdale,1
2012,Cardinia,Tonimbuk,15
2012,Cardinia,Tynong,13
2012,Cardinia,Tynong North,14
2012,Cardinia,Vervale,2
2012,Cardinia,Yannathan,3
2012,Casey,Beaconsfield,18
2012,Casey,Berwick,2036
2012,Casey,Blind Bight,33
2012,Casey,Botanic Ridge,68
2012,Casey,Cannons Creek,8
2012,Casey,Clyde,53
2012,Casey,Clyde North,143
2012,Casey,Cranbourne,2219
2012,Casey,Cranbourne East,406
2012,Casey,Cranbourne North,858
2012,Casey,Cranbourne South,87
2012,Casey,Cranbourne West,530
2012,Casey,Devon Meadows,46
2012,Casey,Doveton,850
2012,Casey,Endeavour Hills,1014
2012,Casey,Eumemmerring,202
2012,Casey,Hallam,808
2012,Casey,Hampton Park,1161
2012,Casey,Harkaway,26
2012,Casey,Junction Village,28
2012,Casey,Lynbrook,290
2012,Casey,Lyndhurst,161
2012,Casey,Lysterfield South,29
2012,Casey,Narre Warren,2515
2012,Casey,Narre Warren North,284
2012,Casey,Narre Warren South,908
2012,Casey,Pearcedale,124
2012,Casey,Tooradin,81
2012,Casey,Warneet,28
2012,Central Goldfields,Adelaide Lead,6
2012,Central Goldfields,Alma,2
2012,Central Goldfields,Amherst,1
2012,Central Goldfields,Bealiba,30
2012,Central Goldfields,Bet Bet,8
2012,Central Goldfields,Bowenvale,5
2012,Central Goldfields,Bromley,2
2012,Central Goldfields,Bung Bong,1
2012,Central Goldfields,Carisbrook,43
2012,Central Goldfields,Cotswold,3
2012,Central Goldfields,Craigie,3
2012,Central Goldfields,Daisy Hill,6
2012,Central Goldfields,Dunach,1
2012,Central Goldfields,Dunluce,1
2012,Central Goldfields,Dunolly,42
2012,Central Goldfields,Flagstaff,5
2012,Central Goldfields,Havelock,1
2012,Central Goldfields,Lillicur,1
2012,Central Goldfields,Majorca,8
2012,Central Goldfields,Maryborough,758
2012,Central Goldfields,Moliagul,7
2012,Central Goldfields,Mount Cameron,1
2012,Central Goldfields,Red Lion,2
2012,Central Goldfields,Simson,1
2012,Central Goldfields,Talbot,14
2012,Central Goldfields,Timor,4
2012,Colac-Otway,Alvie,3
2012,Colac-Otway,Apollo Bay,136
2012,Colac-Otway,Balintore,3
2012,Colac-Otway,Barongarook,6
2012,Colac-Otway,Barongarook West,7
2012,Colac-Otway,Barramunga,1
2012,Colac-Otway,Barwon Downs,5
2012,Colac-Otway,Beeac,13
2012,Colac-Otway,Beech Forest,5
2012,Colac-Otway,Birregurra,19
2012,Colac-Otway,Cape Otway,2
2012,Colac-Otway,Carlisle River,4
2012,Colac-Otway,Carpendeit,1
2012,Colac-Otway,Colac,1003
2012,Colac-Otway,Colac East,7
2012,Colac-Otway,Colac West,21
2012,Colac-Otway,Coragulac,2
2012,Colac-Otway,Cororooke,8
2012,Colac-Otway,Corunnun,1
2012,Colac-Otway,Cressy,3
2012,Colac-Otway,Dreeite,3
2012,Colac-Otway,Dreeite South,1
2012,Colac-Otway,Elliminyt,69
2012,Colac-Otway,Forrest,9
2012,Colac-Otway,Gellibrand,9
2012,Colac-Otway,Gerangamete,2
2012,Colac-Otway,Glenaire,5
2012,Colac-Otway,Hordern Vale,10
2012,Colac-Otway,Irrewarra,9
2012,Colac-Otway,Jancourt East,1
2012,Colac-Otway,Johanna,4
2012,Colac-Otway,Kawarren,3
2012,Colac-Otway,Kennett River,4
2012,Colac-Otway,Larpent,4
2012,Colac-Otway,Lavers Hill,3
2012,Colac-Otway,Marengo,3
2012,Colac-Otway,Murroon,5
2012,Colac-Otway,Nalangil,1
2012,Colac-Otway,Ombersley,2
2012,Colac-Otway,Ondit,1
2012,Colac-Otway,Pirron Yallock,5
2012,Colac-Otway,Skenes Creek,2
2012,Colac-Otway,Stonyford,1
2012,Colac-Otway,Swan Marsh,2
2012,Colac-Otway,Warncoort,1
2012,Colac-Otway,Warrion,6
2012,Colac-Otway,Weering,1
2012,Colac-Otway,Wye River,3
2012,Colac-Otway,Yeodene,1
2012,Corangamite,Ayrford,1
2012,Corangamite,Berrybank,4
2012,Corangamite,Bookaar,4
2012,Corangamite,Boorcan,1
2012,Corangamite,Bostocks Creek,2
2012,Corangamite,Brucknell,1
2012,Corangamite,Camperdown,192
2012,Corangamite,Carpendeit,5
2012,Corangamite,Chocolyn,3
2012,Corangamite,Cobden,59
2012,Corangamite,Cobrico,5
2012,Corangamite,Cooriemungle,11
2012,Corangamite,Cressy,3
2012,Corangamite,Curdies River,1
2012,Corangamite,Curdievale,4
2012,Corangamite,Darlington,3
2012,Corangamite,Derrinallum,23
2012,Corangamite,Dixie,2
2012,Corangamite,Ecklin South,2
2012,Corangamite,Garvoc,3
2012,Corangamite,Gellibrand Lower,2
2012,Corangamite,Glenfyne,2
2012,Corangamite,Glenormiston South,5
2012,Corangamite,Gnotuk,4
2012,Corangamite,Heytesbury Lower,4
2012,Corangamite,Jancourt,1
2012,Corangamite,Jancourt East,4
2012,Corangamite,Kennedys Creek,5
2012,Corangamite,Koallah,1
2012,Corangamite,Kolora,52
2012,Corangamite,Lismore,15
2012,Corangamite,Mount Bute,17
2012,Corangamite,Naroghid,2
2012,Corangamite,Newfield,4
2012,Corangamite,Noorat,38
2012,Corangamite,Peterborough,1
2012,Corangamite,Pomborneit,2
2012,Corangamite,Pomborneit East,4
2012,Corangamite,Pomborneit North,2
2012,Corangamite,Port Campbell,38
2012,Corangamite,Princetown,8
2012,Corangamite,Scotts Creek,7
2012,Corangamite,Simpson,19
2012,Corangamite,Skibo,2
2012,Corangamite,Skipton,8
2012,Corangamite,South Purrumbete,3
2012,Corangamite,Stonyford,1
2012,Corangamite,Terang,199
2012,Corangamite,Timboon,42
2012,Corangamite,Timboon West,3
2012,Corangamite,Vite Vite,3
2012,Darebin,Alphington,167
2012,Darebin,Bundoora,277
2012,Darebin,Fairfield,288
2012,Darebin,Kingsbury,189
2012,Darebin,Macleod,44
2012,Darebin,Northcote,1667
2012,Darebin,Preston,4378
2012,Darebin,Reservoir,3335
2012,Darebin,Thornbury,1180
2012,East Gippsland,Bairnsdale,1268
2012,East Gippsland,Bemm River,6
2012,East Gippsland,Benambra,9
2012,East Gippsland,Bendoc,5
2012,East Gippsland,Bengworden,2
2012,East Gippsland,Bete Bolong,1
2012,East Gippsland,Bindi,1
2012,East Gippsland,Bonang,1
2012,East Gippsland,Brodribb River,1
2012,East Gippsland,Bruthen,31
2012,East Gippsland,Buchan,29
2012,East Gippsland,Buchan South,1
2012,East Gippsland,Butchers Ridge,1
2012,East Gippsland,Calulu,1
2012,East Gippsland,Cann River,24
2012,East Gippsland,Cape Conran,1
2012,East Gippsland,Clifton Creek,1
2012,East Gippsland,Club Terrace,8
2012,East Gippsland,Cobungra,1
2012,East Gippsland,Corringle,3
2012,East Gippsland,Dartmouth,2
2012,East Gippsland,Deddick Valley,2
2012,East Gippsland,Eagle Point,12
2012,East Gippsland,East Bairnsdale,133
2012,East Gippsland,Eastwood,27
2012,East Gippsland,Ellaswood,2
2012,East Gippsland,Fernbank,8
2012,East Gippsland,Forge Creek,9
2012,East Gippsland,Genoa,8
2012,East Gippsland,Glen Valley,1
2012,East Gippsland,Glenaladale,2
2012,East Gippsland,Goon Nure,8
2012,East Gippsland,Hillside,7
2012,East Gippsland,Iguana Creek,1
2012,East Gippsland,Jarrahmond,2
2012,East Gippsland,Johnsonville,6
2012,East Gippsland,Kalimna,26
2012,East Gippsland,Kalimna West,12
2012,East Gippsland,Lake Bunga,10
2012,East Gippsland,Lake Tyers,31
2012,East Gippsland,Lake Tyers Beach,10
2012,East Gippsland,Lakes Entrance,759
2012,East Gippsland,Lindenow,6
2012,East Gippsland,Lucknow,45
2012,East Gippsland,Mallacoota,60
2012,East Gippsland,Maramingo Creek,1
2012,East Gippsland,Marlo,12
2012,East Gippsland,Metung,29
2012,East Gippsland,Mount Taylor,9
2012,East Gippsland,Newlands Arm,6
2012,East Gippsland,Newmerella,12
2012,East Gippsland,Nicholson,18
2012,East Gippsland,Noorinbee,3
2012,East Gippsland,Noorinbee North,3
2012,East Gippsland,Nowa Nowa,11
2012,East Gippsland,Nungurner,7
2012,East Gippsland,Nunniong,2
2012,East Gippsland,Omeo,23
2012,East Gippsland,Orbost,235
2012,East Gippsland,Paynesville,115
2012,East Gippsland,Raymond Island,4
2012,East Gippsland,Reedy Flat,4
2012,East Gippsland,Sarsfield,10
2012,East Gippsland,Simpsons Creek,1
2012,East Gippsland,Suggan Buggan,1
2012,East Gippsland,Swan Reach,30
2012,East Gippsland,Swifts Creek,15
2012,East Gippsland,Tabberabbera,1
2012,East Gippsland,Tambo Crossing,2
2012,East Gippsland,Tambo Upper,1
2012,East Gippsland,Tamboon,2
2012,East Gippsland,Toorloo Arm,10
2012,East Gippsland,Tostaree,1
2012,East Gippsland,Tubbut,1
2012,East Gippsland,Walpa,2
2012,East Gippsland,Wangarabell,2
2012,East Gippsland,Wingan River,1
2012,East Gippsland,Wiseleigh,2
2012,East Gippsland,Woodglen,1
2012,East Gippsland,Wulgulmerang,3
2012,East Gippsland,Wy Yung,32
2012,Frankston,Carrum Downs,1485
2012,Frankston,Frankston,7440
2012,Frankston,Frankston North,740
2012,Frankston,Frankston South,634
2012,Frankston,Langwarrin,997
2012,Frankston,Langwarrin South,32
2012,Frankston,Sandhurst,62
2012,Frankston,Seaford,1739
2012,Frankston,Skye,341
2012,Gannawarra,Benjeroop,4
2012,Gannawarra,Budgerum East,2
2012,Gannawarra,Cohuna,92
2012,Gannawarra,Dingwall,2
2012,Gannawarra,Fairley,1
2012,Gannawarra,Gannawarra,2
2012,Gannawarra,Gonn Crossing,1
2012,Gannawarra,Horfield,2
2012,Gannawarra,Keely,1
2012,Gannawarra,Kerang,319
2012,Gannawarra,Koondrook,13
2012,Gannawarra,Lake Charm,15
2012,Gannawarra,Lalbert,1
2012,Gannawarra,Leitchville,15
2012,Gannawarra,Macorna,1
2012,Gannawarra,Macorna North,1
2012,Gannawarra,McMillans,1
2012,Gannawarra,Mincha West,1
2012,Gannawarra,Murrabit,3
2012,Gannawarra,Myall,2
2012,Gannawarra,Mystic Park,13
2012,Gannawarra,Quambatook,34
2012,Gannawarra,Wandella,1
2012,Glen Eira,Bentleigh,738
2012,Glen Eira,Bentleigh East,799
2012,Glen Eira,Brighton East,3
2012,Glen Eira,Carnegie,591
2012,Glen Eira,Caulfield,289
2012,Glen Eira,Caulfield East,257
2012,Glen Eira,Caulfield North,565
2012,Glen Eira,Caulfield South,342
2012,Glen Eira,Elsternwick,703
2012,Glen Eira,Gardenvale,56
2012,Glen Eira,Glen Huntly,208
2012,Glen Eira,McKinnon,204
2012,Glen Eira,Murrumbeena,259
2012,Glen Eira,Ormond,370
2012,Glen Eira,St Kilda East,131
2012,Glenelg,Allestree,11
2012,Glenelg,Bolwarra,14
2012,Glenelg,Branxholme,2
2012,Glenelg,Breakaway Creek,2
2012,Glenelg,Cape Bridgewater,4
2012,Glenelg,Carapook,1
2012,Glenelg,Cashmore,2
2012,Glenelg,Casterton,66
2012,Glenelg,Condah,1
2012,Glenelg,Corndale,1
2012,Glenelg,Dartmoor,8
2012,Glenelg,Digby,2
2012,Glenelg,Drumborg,1
2012,Glenelg,Dutton Way,2
2012,Glenelg,Gorae,7
2012,Glenelg,Gorae West,5
2012,Glenelg,Grassdale,2
2012,Glenelg,Greenwald,1
2012,Glenelg,Heathmere,6
2012,Glenelg,Henty,4
2012,Glenelg,Heywood,93
2012,Glenelg,Hotspur,1
2012,Glenelg,Lyons,2
2012,Glenelg,Merino,27
2012,Glenelg,Milltown,16
2012,Glenelg,Mumbannar,6
2012,Glenelg,Myamyn,1
2012,Glenelg,Nangeela,1
2012,Glenelg,Narrawong,42
2012,Glenelg,Nelson,22
2012,Glenelg,Portland,944
2012,Glenelg,Portland North,14
2012,Glenelg,Portland West,6
2012,Glenelg,Sandford,1
2012,Glenelg,Strathdownie,8
2012,Glenelg,Tyrendarra,4
2012,Glenelg,Wallacedale,1
2012,Glenelg,Winnap,1
2012,Golden Plains,Anakie,3
2012,Golden Plains,Bannockburn,65
2012,Golden Plains,Batesford,8
2012,Golden Plains,Berringa,4
2012,Golden Plains,Cambrian Hill,5
2012,Golden Plains,Cape Clear,5
2012,Golden Plains,Corindhap,13
2012,Golden Plains,Cressy,1
2012,Golden Plains,Dereel,36
2012,Golden Plains,Durdidwarrah,1
2012,Golden Plains,Enfield,18
2012,Golden Plains,Garibaldi,4
2012,Golden Plains,Gheringhap,6
2012,Golden Plains,Grenville,2
2012,Golden Plains,Haddon,26
2012,Golden Plains,Happy Valley,1
2012,Golden Plains,Illabarook,1
2012,Golden Plains,Inverleigh,29
2012,Golden Plains,Lethbridge,12
2012,Golden Plains,Linton,11
2012,Golden Plains,Mannibadar,1
2012,Golden Plains,Maude,8
2012,Golden Plains,Meredith,62
2012,Golden Plains,Mount Mercer,8
2012,Golden Plains,Murgheboluc,5
2012,Golden Plains,Napoleons,10
2012,Golden Plains,Newtown,3
2012,Golden Plains,Piggoreet,2
2012,Golden Plains,Pitfield,1
2012,Golden Plains,Rokewood,5
2012,Golden Plains,Rokewood Junction,2
2012,Golden Plains,Ross Creek,25
2012,Golden Plains,Russells Bridge,2
2012,Golden Plains,Scarsdale,13
2012,Golden Plains,She Oaks,4
2012,Golden Plains,Shelford,3
2012,Golden Plains,Smythes Creek,17
2012,Golden Plains,Smythesdale,26
2012,Golden Plains,Springdallah,7
2012,Golden Plains,Staffordshire Reef,2
2012,Golden Plains,Steiglitz,2
2012,Golden Plains,Stonehaven,7
