Year,Suburb/Town Name,Offence Count
2012,Abbeyard,3.0
2012,Abbotsford,784.0
2012,Aberfeldie,149.0
2012,Acheron,2.0
2012,Adams Estate,1.0
2012,Addington,2.0
2012,Adelaide Lead,6.0
2012,Aireys Inlet,43.0
2012,Airly,1.0
2012,Airport West,858.0
2012,Albacutya,7.0
2012,Albanvale,312.0
2012,Albert Park,546.0
2012,Alberton,15.0
2012,Alberton West,4.0
2012,Albion,534.0
2012,Alexandra,137.0
2012,Alfredton,322.0
2012,Allambee,2.0
2012,Allambee Reserve,2.0
2012,Allambee South,3.0
2012,Allans Flat,2.0
2012,Allansford,32.0
2012,Allendale,4.0
2012,Allestree,11.0
2012,Alma,2.0
2012,Almurta,1.0
2012,Alphington,255.0
2012,Altona,858.0
2012,Altona Meadows,954.0
2012,Altona North,1209.0
2012,Alvie,3.0
2012,Amherst,1.0
2012,Amor,1.0
2012,Amphitheatre,8.0
2012,Anakie,33.0
2012,Ancona,3.0
2012,Anderson,5.0
2012,Anglesea,144.0
2012,Annuello,1.0
2012,Antwerp,1.0
2012,Apollo Bay,136.0
2012,Apsley,3.0
2012,Ararat,1055.0
2012,Arawata,1.0
2012,Arcadia,9.0
2012,Arcadia South,1.0
2012,Archies Creek,3.0
2012,Ardeer,575.0
2012,Ardmona,19.0
2012,Argyle,4.0
2012,Armadale,499.0
2012,Armstrong,3.0
2012,Armstrong Creek,3.0
2012,Arnold,3.0
2012,Arthurs Creek,11.0
2012,Arthurs Seat,10.0
2012,Ascot,42.0
2012,Ascot Vale,1448.0
2012,Ashbourne,5.0
2012,Ashburton,378.0
2012,Ashwood,258.0
2012,Aspendale,285.0
2012,Aspendale Gardens,156.0
2012,Athlone,3.0
2012,Attwood,104.0
2012,Avalon,23.0
2012,Avenel,48.0
2012,Avoca,50.0
2012,Avondale Heights,384.0
2012,Avonmore,1.0
2012,Avonsleigh,30.0
2012,Axe Creek,2.0
2012,Axedale,11.0
2012,Ayrford,1.0
2012,Bacchus Marsh,766.0
2012,Baddaginnie,17.0
2012,Badger Creek,24.0
2012,Bagshot,5.0
2012,Bagshot North,1.0
2012,Bailieston,2.0
2012,Bairnsdale,1268.0
2012,Bakery Hill,108.0
2012,Balaclava,539.0
2012,Bald Hills,2.0
2012,Balintore,3.0
2012,Ballan,159.0
2012,Ballarat,2927.0
2012,Ballarat East,469.0
2012,Ballarat North,210.0
2012,Ballendella,3.0
2012,Balliang,21.0
2012,Balliang East,11.0
2012,Balmattum,3.0
2012,Balmoral,12.0
2012,Balnarring,60.0
2012,Balnarring Beach,4.0
2012,Balook,2.0
2012,Balwyn,421.0
2012,Balwyn North,525.0
2012,Bamawm,20.0
2012,Bamawm Extension,2.0
2012,Bambra,1.0
2012,Bandiana,8.0
2012,Bangholme,38.0
2012,Bannerton,4.0
2012,Bannockburn,65.0
2012,Baranduda,50.0
2012,Barfold,6.0
2012,Baringhup,9.0
2012,Barjarg,5.0
2012,Barkers Creek,13.0
2012,Barmah,11.0
2012,Barnadown,1.0
2012,Barnawartha,31.0
2012,Barnawartha North,8.0
2012,Baromi,15.0
2012,Barongarook,6.0
2012,Barongarook West,7.0
2012,Barrabool,8.0
2012,Barrakee,2.0
2012,Barramunga,1.0
2012,Barrys Reef,1.0
2012,Barwite,2.0
2012,Barwon Downs,5.0
2012,Barwon Heads,324.0
2012,Basalt,1.0
2012,Bass,46.0
2012,Batesford,13.0
2012,Baw Baw,3.0
2012,Baxter,154.0
2012,Bayindeen,1.0
2012,Bayles,16.0
2012,Baynton,1.0
2012,Bayswater,1128.0
2012,Bayswater North,640.0
2012,Beaconsfield,352.0
2012,Beaconsfield Upper,141.0
2012,Bealiba,30.0
2012,Bearii,5.0
2012,Bears Lagoon,4.0
2012,Beauchamp,1.0
2012,Beaufort,104.0
2012,Beaumaris,320.0
2012,Beazleys Bridge,1.0
2012,Beeac,13.0
2012,Beech Forest,5.0
2012,Beechworth,114.0
2012,Beenak,1.0
2012,Belgrave,310.0
2012,Belgrave Heights,18.0
2012,Belgrave South,55.0
2012,Bell Park,342.0
2012,Bell Post Hill,240.0
2012,Bellarine,10.0
2012,Bellbrae,16.0
2012,Bellbridge,16.0
2012,Bellfield,103.0
2012,Bells Beach,8.0
2012,Belmont,946.0
2012,Bemm River,6.0
2012,Bena,3.0
2012,Benalla,828.0
2012,Benambra,9.0
2012,Bend Of Islands,2.0
2012,Bendigo,2291.0
2012,Bendoc,5.0
2012,Bengworden,2.0
2012,Benjeroop,4.0
2012,Benloch,14.0
2012,Bentleigh,738.0
2012,Bentleigh East,799.0
2012,Benwerrin,1.0
2012,Beremboke,9.0
2012,Berrimal,1.0
2012,Berringa,4.0
2012,Berriwillock,3.0
2012,Berrybank,4.0
2012,Berrys Creek,6.0
2012,Berwick,2036.0
2012,Bessiebelle,7.0
2012,Bet Bet,8.0
2012,Bete Bolong,1.0
2012,Bethanga,8.0
2012,Beulah,20.0
2012,Beverford,7.0
2012,Beveridge,70.0
2012,Big Hill,2.0
2012,Biggara,1.0
2012,Bindi,1.0
2012,Birchip,31.0
2012,Birchip West,4.0
2012,Birdwoodton,10.0
2012,Birregurra,19.0
2012,Bittern,129.0
2012,Black Hill,164.0
2012,Black Range,2.0
2012,Black Rock,223.0
2012,Blackburn,581.0
2012,Blackburn North,138.0
2012,Blackburn South,280.0
2012,Blackwood,8.0
2012,Blairgowrie,123.0
2012,Blakeville,1.0
2012,Blampied,9.0
2012,Blind Bight,33.0
2012,Blowhard,3.0
2012,Bo Peep,2.0
2012,Bobinawarrah,1.0
2012,Bochara,3.0
2012,Boho South,3.0
2012,Boinka,1.0
2012,Boisdale,27.0
2012,Bolinda,2.0
2012,Bolwarra,14.0
2012,Bona Vista,8.0
2012,Bonang,1.0
2012,Bonbeach,198.0
2012,Bonegilla,38.0
2012,Boneo,11.0
2012,Bonnie Doon,49.0
2012,Bonshaw,5.0
2012,Bookaar,4.0
2012,Boolarra,66.0
2012,Boolarra South,8.0
2012,Boonah,3.0
2012,Boorcan,1.0
2012,Boorhaman,2.0
2012,Boorhaman North,1.0
2012,Boorolite,2.0
2012,Boort,16.0
2012,Boosey,2.0
2012,Boronia,1761.0
2012,Borung,5.0
2012,Bostocks Creek,2.0
2012,Botanic Ridge,68.0
2012,Boundary Bend,5.0
2012,Bowenvale,5.0
2012,Boweya,3.0
2012,Boweya North,5.0
2012,Bowmans Forest,1.0
2012,Bowser,4.0
2012,Box Hill,1290.0
2012,Box Hill North,323.0
2012,Box Hill South,287.0
2012,Bradford,1.0
2012,Braeside,188.0
2012,Brandy Creek,1.0
2012,Branxholme,8.0
2012,Braybrook,1148.0
2012,Breakaway Creek,2.0
2012,Breakwater,150.0
2012,Breamlea,8.0
2012,Brenanah,1.0
2012,Brewster,2.0
2012,Briagolong,47.0
2012,Briar Hill,130.0
2012,Bridge Creek,2.0
2012,Bridgewater On Loddon,51.0
2012,Bright,96.0
2012,Brighton,1128.0
2012,Brighton East,513.0
2012,Brim,26.0
2012,Brimin,3.0
2012,Brimpaen,2.0
2012,Broadford,208.0
2012,Broadmeadows,3106.0
2012,Broadwater,2.0
2012,Brodribb River,1.0
2012,Broken Creek,1.0
2012,Bromley,2.0
2012,Brookfield,439.0
2012,Brooklyn,327.0
2012,Broomfield,10.0
2012,Brown Hill,89.0
2012,Browns Plains,1.0
2012,Bruarong,2.0
2012,Brucknell,1.0
2012,Brunswick,2343.0
2012,Brunswick East,582.0
2012,Brunswick West,735.0
2012,Bruthen,31.0
2012,Buangor,3.0
2012,Buchan,29.0
2012,Buchan South,1.0
2012,Buckland,3.0
2012,Buckley,4.0
2012,Buckrabanyule,1.0
2012,Budgeree,3.0
2012,Budgerum East,2.0
2012,Buffalo,2.0
2012,Buffalo River,1.0
2012,Bulga,3.0
2012,Bulgana,1.0
2012,Bulla,41.0
2012,Bullarook,2.0
2012,Bullarto,2.0
2012,Bullarto South,1.0
2012,Bulleen,376.0
2012,Bullengarook,12.0
2012,Bullioh,2.0
2012,Buln Buln,20.0
2012,Buln Buln East,4.0
2012,Bunbartha,5.0
2012,Bundalaguah,8.0
2012,Bundalong,45.0
2012,Bundoora,1488.0
2012,Bung Bong,1.0
2012,Bungaree,20.0
2012,Bungeet,3.0
2012,Bungeet West,1.0
2012,Bungil,5.0
2012,Buninyong,130.0
2012,Bunkers Hill,12.0
2012,Bunyip,63.0
2012,Bunyip North,4.0
2012,Burkes Flat,2.0
2012,Burnbank,1.0
2012,Burnley,162.0
2012,Burnside,250.0
2012,Burnside Heights,258.0
2012,Burramboot,1.0
2012,Burramine,2.0
2012,Burramine South,1.0
2012,Burrowye,5.0
2012,Burrumbeet,13.0
2012,Burwood,741.0
2012,Burwood East,394.0
2012,Bushfield,1.0
2012,Bushy Park,2.0
2012,Butchers Ridge,1.0
2012,Buxton,6.0
2012,Byaduk,3.0
2012,Byaduk North,6.0
2012,Bylands,7.0
2012,Byrneside,2.0
2012,Cabarita,9.0
2012,Cadello,2.0
2012,Cairnlea,629.0
2012,Calder Park,32.0
2012,Caldermeade,16.0
2012,California Gully,292.0
2012,Calivil,3.0
2012,Callawadda,1.0
2012,Callignee,1.0
2012,Callignee South,2.0
2012,Calrossie,1.0
2012,Calulu,1.0
2012,Cambarville,7.0
2012,Camberwell,1013.0
2012,Cambrian Hill,5.0
2012,Campbellfield,1287.0
2012,Campbells Creek,42.0
2012,Campbells Forest,1.0
2012,Campbelltown,1.0
2012,Camperdown,192.0
2012,Canadian,119.0
2012,Cann River,24.0
2012,Cannons Creek,8.0
2012,Canterbury,228.0
2012,Cape Bridgewater,4.0
2012,Cape Clear,5.0
2012,Cape Conran,1.0
2012,Cape Otway,2.0
2012,Cape Paterson,45.0
2012,Cape Schanck,28.0
2012,Cape Woolamai,115.0
2012,Carag Carag,3.0
2012,Caramut,12.0
2012,Carapook,2.0
2012,Carboor,1.0
2012,Cardigan,12.0
2012,Cardigan Village,12.0
2012,Cardinia,19.0
2012,Cardross,28.0
2012,Cargerie,1.0
2012,Caringal,1.0
2012,Carisbrook,43.0
2012,Carlisle River,4.0
2012,Carlsruhe,8.0
2012,Carlton,1782.0
2012,Carlton North,405.0
2012,Carlyle,1.0
2012,Carnegie,591.0
2012,Carngham,2.0
2012,Caroline Springs,1286.0
2012,Carpendeit,6.0
2012,Carrajung,10.0
2012,Carrajung Lower,3.0
2012,Carranballac,2.0
2012,Carrum,318.0
2012,Carrum Downs,1485.0
2012,Carwarp,7.0
2012,Cashmore,2.0
2012,Castella,4.0
2012,Casterton,66.0
2012,Castle Donnington,3.0
2012,Castlemaine,489.0
2012,Catani,10.0
2012,Cathcart,3.0
2012,Cathkin,2.0
2012,Caulfield,289.0
2012,Caulfield East,257.0
2012,Caulfield North,565.0
2012,Caulfield South,342.0
2012,Cavendish,2.0
2012,Ceres,7.0
2012,Chadstone,618.0
2012,Charlemont,9.0
2012,Charlton,85.0
2012,Chelsea,518.0
2012,Chelsea Heights,309.0
2012,Cheltenham,1831.0
2012,Chepstowe,6.0
2012,Cherokee,2.0
2012,Cheshunt,6.0
2012,Chetwynd,10.0
2012,Chewton,22.0
2012,Childers,15.0
2012,Chiltern,86.0
2012,Chinkapook,1.0
2012,Chintin,8.0
2012,Chirnside Park,458.0
2012,Chocolyn,3.0
2012,Christmas Hills,4.0
2012,Chum Creek,24.0
2012,Churchill,526.0
2012,Chute,4.0
2012,Clarendon,3.0
2012,Claretown,1.0
2012,Clarinda,204.0
2012,Clarkefield,15.0
2012,Clarkes Hill,1.0
2012,Clayton,1568.0
2012,Clayton South,571.0
2012,Clear Lake,2.0
2012,Clematis,23.0
2012,Clifton Creek,1.0
2012,Clifton Hill,533.0
2012,Clifton Springs,201.0
2012,Clonbinane,18.0
2012,Cloverlea,1.0
2012,Club Terrace,8.0
2012,Clunes,68.0
2012,Clyde,53.0
2012,Clyde North,143.0
2012,Clydebank,4.0
2012,Clydesdale,3.0
2012,Coalville,1.0
2012,Cobains,4.0
2012,Cobaw,4.0
2012,Cobden,59.0
2012,Cobram,409.0
2012,Cobram East,3.0
2012,Cobrico,5.0
2012,Cobungra,1.0
2012,Coburg,2183.0
2012,Coburg North,967.0
2012,Cockatoo,150.0
2012,Cocoroc,1.0
2012,Codrington,1.0
2012,Coghills Creek,4.0
2012,Cohuna,92.0
2012,Coimadai,12.0
2012,Colac,1003.0
2012,Colac Colac,1.0
2012,Colac East,7.0
2012,Colac West,21.0
2012,Colbinabbin,17.0
2012,Coldstream,91.0
2012,Coleraine,32.0
2012,Colignan,12.0
2012,Collingwood,1470.0
2012,Concongella,2.0
2012,Condah,1.0
2012,Congupna,13.0
2012,Connewarre,39.0
2012,Coolaroo,518.0
2012,Coomboona,1.0
2012,Coomoora,4.0
2012,Coongulla,37.0
2012,Cooriemungle,11.0
2012,Cora Lynn,8.0
2012,Coragulac,2.0
2012,Corindhap,13.0
2012,Corinella,18.0
2012,Corio,1947.0
2012,Corndale,1.0
2012,Cornishtown,6.0
2012,Coronet Bay,48.0
2012,Corop,6.0
2012,Cororooke,8.0
2012,Corringle,3.0
2012,Corryong,102.0
2012,Corunnun,1.0
2012,Cosgrove,2.0
2012,Cosgrove South,5.0
2012,Cotswold,3.0
2012,Cottles Bridge,8.0
2012,Cowangie,2.0
2012,Cowes,338.0
2012,Cowwarr,14.0
2012,Craigie,3.0
2012,Craigieburn,2349.0
2012,Cranbourne,2219.0
2012,Cranbourne East,406.0
2012,Cranbourne North,858.0
2012,Cranbourne South,87.0
2012,Cranbourne West,530.0
2012,Creek Junction,6.0
2012,Creightons Creek,4.0
2012,Cremorne,367.0
2012,Cressy,7.0
2012,Creswick,176.0
2012,Creswick North,1.0
2012,Crib Point,211.0
2012,Crooked River,1.0
2012,Crossley,5.0
2012,Crossover,10.0
2012,Crowlands,1.0
2012,Croxton East,1.0
2012,Croydon,1465.0
2012,Croydon Hills,66.0
2012,Croydon North,168.0
2012,Croydon South,222.0
2012,Cudgewa,5.0
2012,Culla,1.0
2012,Cullulleraine,2.0
2012,Curdies River,1.0
2012,Curdievale,5.0
2012,Curlewis,17.0
2012,Curyo,3.0
2012,Dadswells Bridge,5.0
2012,Daisy Hill,6.0
2012,Dales Creek,1.0
2012,Dallas,559.0
2012,Dalmore,3.0
2012,Dalyston,21.0
2012,Dandenong,6681.0
2012,Dandenong North,1234.0
2012,Dandenong South,872.0
2012,Dandongadale,3.0
2012,Dargo,15.0
2012,Darley,295.0
2012,Darlington,5.0
2012,Darnum,28.0
2012,Darraweit Guim,5.0
2012,Dartmoor,8.0
2012,Dartmouth,6.0
2012,Dawson,5.0
2012,Daylesford,245.0
2012,Dean,1.0
2012,Deans Marsh,9.0
2012,Deddick Valley,2.0
2012,Dederang,4.0
2012,Deep Lead,3.0
2012,Deepdene,51.0
2012,Deer Park,1419.0
2012,Delacombe,528.0
2012,Delahey,604.0
2012,Delburn,2.0
2012,Denicull Creek,1.0
2012,Denison,13.0
2012,Dennington,29.0
2012,Denver,6.0
2012,Derby,3.0
2012,Dereel,36.0
2012,Dergholm,4.0
2012,Derrimut,648.0
2012,Derrinal,3.0
2012,Derrinallum,23.0
2012,Devenish,4.0
2012,Devon Meadows,46.0
2012,Devon North,5.0
2012,Dewhurst,5.0
2012,Dhurringile,2.0
2012,Diamond Creek,503.0
2012,Digby,2.0
2012,Diggers Rest,141.0
2012,Diggora,4.0
2012,Dimboola,58.0
2012,Dingee,8.0
2012,Dingley Village,305.0
2012,Dingwall,2.0
2012,Dinner Plain,6.0
2012,Dixie,2.0
2012,Dixons Creek,15.0
2012,Dobie,6.0
2012,Docker,2.0
2012,Docklands,1646.0
2012,Dollar,2.0
2012,Don Valley,4.0
2012,Donald,52.0
2012,Doncaster,1491.0
2012,Doncaster East,790.0
2012,Donnybrook,28.0
2012,Donvale,178.0
2012,Dooen,16.0
2012,Dookie,14.0
2012,Doreen,569.0
2012,Dorodong,1.0
2012,Doveton,850.0
2012,Dreeite,3.0
2012,Dreeite South,1.0
2012,Dromana,418.0
2012,Drouin,708.0
2012,Drouin East,25.0
2012,Drouin South,21.0
2012,Drouin West,13.0
2012,Drumborg,1.0
2012,Drumcondra,46.0
2012,Drummond,2.0
2012,Drummond North,4.0
2012,Drung,22.0
2012,Drysdale,147.0
2012,Duchembegarra,4.0
2012,Dumbalk,9.0
2012,Dumosa,2.0
2012,Dunach,5.0
2012,Dunkeld,14.0
2012,Dunluce,1.0
2012,Dunneworthy,1.0
2012,Dunnstown,18.0
2012,Dunolly,44.0
2012,Durdidwarrah,1.0
2012,Durham Lead,2.0
2012,Dutson,3.0
2012,Dutton Way,2.0
2012,Eagle Point,12.0
2012,Eaglehawk,440.0
2012,Eaglemont,120.0
2012,East Bairnsdale,133.0
2012,East Bendigo,156.0
2012,East Geelong,265.0
2012,East Melbourne,939.0
2012,East Wangaratta,1.0
2012,East Warburton,23.0
2012,Eastern View,1.0
2012,Eastwood,27.0
2012,Ebden,9.0
2012,Echuca,1572.0
2012,Echuca Village,12.0
2012,Echuca West,8.0
2012,Ecklin South,2.0
2012,Eddington,1.0
2012,Eden Park,43.0
2012,Edenhope,29.0
2012,Edgecombe,1.0
2012,Edi,1.0
2012,Edithvale,263.0
2012,Eganstown,3.0
2012,Eildon,99.0
2012,Elaine,7.0
2012,Eldorado,7.0
2012,Elevated Plains,1.0
2012,Ellaswood,2.0
2012,Ellerslie,5.0
2012,Elliminyt,69.0
2012,Ellinbank,2.0
2012,Elmhurst,13.0
2012,Elmore,78.0
2012,Elphinstone,26.0
2012,Elsternwick,703.0
2012,Eltham,601.0
2012,Eltham North,94.0
2012,Elwood,780.0
2012,Emerald,218.0
2012,Emu,1.0
2012,Emu Creek,1.0
2012,Endeavour Hills,1014.0
2012,Enfield,18.0
2012,Eppalock,18.0
2012,Epping,2646.0
2012,Epsom,136.0
2012,Ercildoune,2.0
2012,Erica,7.0
2012,Eskdale,3.0
2012,Esmond,1.0
2012,Essendon,1277.0
2012,Essendon Fields,194.0
2012,Essendon North,167.0
2012,Essendon West,28.0
2012,Eumemmerring,202.0
2012,Eureka,40.0
2012,Euroa,190.0
2012,Eurobin,5.0
2012,Evansford,7.0
2012,Everton,2.0
2012,Exford,19.0
2012,Eynesbury,25.0
2012,Fairbank,4.0
2012,Fairfield,370.0
2012,Fairhaven,16.0
2012,Fairley,1.0
2012,Fairy Dell,2.0
2012,Faraday,3.0
2012,Fawcett,2.0
2012,Fawkner,1122.0
2012,Fernbank,8.0
2012,Ferntree Gully,1393.0
2012,Ferny Creek,39.0
2012,Fingal,41.0
2012,Fish Creek,9.0
2012,Fish Point,2.0
2012,Fiskville,3.0
2012,Fitzroy,2325.0
2012,Fitzroy North,856.0
2012,Flagstaff,5.0
2012,Flemington,1144.0
2012,Flinders,90.0
2012,Flora Hill,174.0
2012,Flowerdale,13.0
2012,Flynn,4.0
2012,Flynns Creek,1.0
2012,Footscray,3122.0
2012,Forbes,6.0
2012,Forest Hill,757.0
2012,Forge Creek,9.0
2012,Forrest,9.0
2012,Foster,58.0
2012,Fosterville,3.0
2012,Framlingham,3.0
2012,Frankston,7440.0
2012,Frankston North,740.0
2012,Frankston South,634.0
2012,Freeburgh,1.0
2012,Frenchmans,2.0
2012,Freshwater Creek,14.0
2012,Fryerstown,5.0
2012,Fulham,20.0
2012,Fumina,2.0
2012,Fumina South,1.0
2012,Fyans Creek,2.0
2012,Fyansford,21.0
2012,Gaffneys Creek,3.0
2012,Gainsborough,1.0
2012,Gannawarra,2.0
2012,Gapsted,3.0
2012,Gardenvale,56.0
2012,Garfield,53.0
2012,Garfield North,3.0
2012,Garibaldi,4.0
2012,Garvoc,7.0
2012,Gateway Island,4.0
2012,Geelong,2803.0
2012,Geelong West,589.0
2012,Gellibrand,9.0
2012,Gellibrand Lower,2.0
2012,Gembrook,103.0
2012,Genoa,8.0
2012,Gerang Gerung,2.0
2012,Gerangamete,2.0
2012,Gherang,3.0
2012,Gheringhap,6.0
2012,Giffard,7.0
2012,Giffard West,3.0
2012,Gilderoy,2.0
2012,Girgarre,22.0
2012,Girgarre East,2.0
2012,Gisborne,212.0
2012,Gisborne South,29.0
2012,Gladstone Park,615.0
2012,Gladysdale,10.0
2012,Glen Alvie,2.0
2012,Glen Creek,1.0
2012,Glen Forbes,13.0
2012,Glen Huntly,208.0
2012,Glen Iris,768.0
2012,Glen Park,1.0
2012,Glen Valley,1.0
2012,Glen Waverley,1418.0
2012,Glenaire,5.0
2012,Glenaladale,2.0
2012,Glenaroua,7.0
2012,Glenbrae,1.0
2012,Glenburn,13.0
2012,Glendaruel,1.0
2012,Glenfyne,2.0
2012,Glengarry,30.0
2012,Glengarry North,5.0
2012,Glengarry West,3.0
2012,Glengower,3.0
2012,Glenhope East,2.0
2012,Glenisla,1.0
2012,Glenlogie,1.0
2012,Glenlyon,3.0
2012,Glenmaggie,21.0
2012,Glenorchy,4.0
2012,Glenormiston South,5.0
2012,Glenpatrick,5.0
2012,Glenrowan,59.0
2012,Glenroy,1672.0
2012,Glenthompson,6.0
2012,Glomar Beach,2.0
2012,Gnarwarre,1.0
2012,Gnotuk,4.0
2012,Gobarup,2.0
2012,Gobur,5.0
2012,Golden Beach,30.0
2012,Golden Gully,15.0
2012,Golden Point,189.0
2012,Golden Square,540.0
2012,Goldie,6.0
2012,Gong Gong,1.0
2012,Gonn Crossing,1.0
2012,Goomalibee,1.0
2012,Goon Nure,8.0
2012,Gooram,1.0
2012,Gooramadda,1.0
2012,Goorambat,8.0
2012,Goornong,151.0
2012,Gorae,7.0
2012,Gorae West,5.0
2012,Gordon,30.0
2012,Gormandale,10.0
2012,Goroke,26.0
2012,Goughs Bay,22.0
2012,Goulburn Weir,1.0
2012,Gowanbrae,91.0
2012,Gowanford,1.0
2012,Gowar East,1.0
2012,Gower,1.0
2012,Grahamvale,8.0
2012,Grantville,63.0
2012,Granya,7.0
2012,Grassdale,2.0
2012,Graytown,3.0
2012,Great Western,31.0
2012,Green Gully,1.0
2012,Greendale,12.0
2012,Greenhill,5.0
2012,Greens Creek,2.0
2012,Greensborough,1257.0
2012,Greenvale,490.0
2012,Greenwald,1.0
2012,Grenville,2.0
2012,Greta South,1.0
2012,Gringegalgona,1.0
2012,Grovedale,587.0
2012,Gruyere,12.0
2012,Guildford,19.0
2012,Gunbower,13.0
2012,Gundowring,1.0
2012,Guys Hill,18.0
2012,Gymbowen,1.0
2012,Haddon,26.0
2012,Hadfield,473.0
2012,Hallam,808.0
2012,Hallora,1.0
2012,Halls Gap,32.0
2012,Hallston,17.0
2012,Hamilton,887.0
2012,Hamlyn Heights,223.0
2012,Hampton,544.0
2012,Hampton East,383.0
2012,Hampton Park,1161.0
2012,Hansonville,2.0
2012,Happy Valley,2.0
2012,Harcourt,21.0
2012,Harcourt North,4.0
2012,Harkaway,26.0
2012,Harmers Haven,2.0
2012,Harrietville,2.0
2012,Harrow,8.0
2012,Harston,3.0
2012,Hastings,1280.0
2012,Hattah,7.0
2012,Havelock,1.0
2012,Haven,26.0
2012,Hawkesdale,1.0
2012,Hawthorn,1637.0
2012,Hawthorn East,562.0
2012,Hazelwood,12.0
2012,Hazelwood North,66.0
2012,Hazelwood South,6.0
2012,Healesville,308.0
2012,Heath Hill,3.0
2012,Heathcote,108.0
2012,Heathcote Junction,23.0
2012,Heathcote South,2.0
2012,Heatherton,180.0
2012,Heathmere,6.0
2012,Heathmont,328.0
2012,Hedley,1.0
2012,Heidelberg,1275.0
2012,Heidelberg Heights,464.0
2012,Heidelberg West,1031.0
2012,Hensley Park,2.0
2012,Henty,4.0
2012,Hepburn,7.0
2012,Hepburn Springs,18.0
2012,Herne Hill,142.0
2012,Hernes Oak,6.0
2012,Hesket,6.0
2012,Hexham,8.0
2012,Heyfield,157.0
2012,Heytesbury Lower,4.0
2012,Heywood,93.0
2012,High Camp,2.0
2012,Highett,783.0
2012,Highlands,1.0
2012,Highton,498.0
2012,Hill End,2.0
2012,Hillcrest,2.0
2012,Hilldene,5.0
2012,Hillside,640.0
2012,Hmas Cerberus,24.0
2012,Hoddles Creek,10.0
2012,Hollands Landing,11.0
2012,Homewood,1.0
2012,Hopetoun,23.0
2012,Hopetoun Park,8.0
2012,Hoppers Crossing,3235.0
2012,Hordern Vale,10.0
2012,Horfield,2.0
2012,Horsham,2642.0
2012,Hotspur,1.0
2012,Howqua,7.0
2012,Howqua Inlet,2.0
2012,Hughesdale,259.0
2012,Humevale,12.0
2012,Hunter,1.0
2012,Huntingdale,103.0
2012,Huntly,54.0
2012,Huon,4.0
2012,Hurstbridge,119.0
2012,Icy Creek,3.0
2012,Iguana Creek,1.0
2012,Illabarook,1.0
2012,Illawarra,4.0
2012,Illowa,2.0
2012,Indented Head,46.0
2012,Indigo Valley,4.0
2012,Inglewood,55.0
2012,Ingliston,1.0
2012,Invergordon,14.0
2012,Inverleigh,31.0
2012,Inverloch,310.0
2012,Invermay,11.0
2012,Invermay Park,31.0
2012,Iona,10.0
2012,Iraak,12.0
2012,Ironbark,82.0
2012,Irrewarra,9.0
2012,Irymple,257.0
2012,Ivanhoe,564.0
2012,Ivanhoe East,111.0
2012,Jacana,241.0
2012,Jackass Flat,20.0
2012,Jacob Creek,6.0
2012,Jam Jerrup,2.0
2012,Jamieson,5.0
2012,Jan Juc,133.0
2012,Jancourt,1.0
2012,Jancourt East,5.0
2012,Jarklin,2.0
2012,Jarrahmond,2.0
2012,Jarvis Creek,1.0
2012,Jeeralang,1.0
2012,Jeeralang Junction,4.0
2012,Jeetho,2.0
2012,Jeparit,49.0
2012,Jindivick,10.0
2012,Joel South,1.0
2012,Johanna,4.0
2012,Johnsonville,6.0
2012,Jumbunna,1.0
2012,Junction Village,28.0
2012,Jung,11.0
2012,Junortoun,19.0
2012,Kaarimba,5.0
2012,Kalimna,26.0
2012,Kalimna West,12.0
2012,Kalkallo,30.0
2012,Kalkee,4.0
2012,Kallista,24.0
2012,Kalorama,31.0
2012,Kamarooka,5.0
2012,Kanagulk,1.0
2012,Kangaroo Flat,675.0
2012,Kangaroo Ground,23.0
2012,Kaniva,49.0
2012,Kanumbra,6.0
2012,Kanyapella,3.0
2012,Kardella,1.0
2012,Karramomus,1.0
2012,Katamatite,16.0
2012,Katamatite East,1.0
2012,Katandra,2.0
2012,Katandra West,7.0
2012,Katunga,26.0
2012,Kawarren,3.0
2012,Kealba,291.0
2012,Keely,1.0
2012,Keilor,236.0
2012,Keilor Downs,571.0
2012,Keilor East,800.0
2012,Keilor Lodge,70.0
2012,Keilor North,32.0
2012,Keilor Park,235.0
2012,Kellalac,1.0
2012,Kelvin View,3.0
2012,Kenley,2.0
2012,Kennedys Creek,5.0
2012,Kennett River,4.0
2012,Kennington,205.0
2012,Kensington,1005.0
2012,Kerang,319.0
2012,Kergunyah,6.0
2012,Kernot,4.0
2012,Kerrie,6.0
2012,Kerrisdale,1.0
2012,Kevington,1.0
2012,Kew,1084.0
2012,Kew East,233.0
2012,Keysborough,1185.0
2012,Kialla,237.0
2012,Kialla East,4.0
2012,Kialla West,20.0
2012,Kiata,5.0
2012,Kiewa,13.0
2012,Kilcunda,25.0
2012,Killara,5.0
2012,Killarney,7.0
2012,Killawarra,6.0
2012,Killingworth,2.0
2012,Kilmany,9.0
2012,Kilmore,395.0
2012,Kilmore East,15.0
2012,Kilsyth,622.0
2012,Kilsyth South,149.0
2012,Kimbolton,2.0
2012,Kinglake,65.0
2012,Kinglake,5.0
2012,Kinglake West,29.0
2012,Kingower,12.0
2012,Kings Park,515.0
2012,Kingsbury,189.0
2012,Kingston,1.0
2012,Kingsville,251.0
2012,Kirkstall,15.0
2012,Kirwans Bridge,3.0
2012,Kithbrook,1.0
2012,Knockwood,3.0
2012,Knowsley,13.0
2012,Knoxfield,444.0
2012,Koallah,1.0
